codigo,nombre,descripcion,lista_de_valor_codigo,vigencia
11964,WABACH,WABACH,04,S
11965,VICOPRI,VICOPRI,04,S
11966,AJAX,AJAX,04,S
11967,ASTOR,ASTOR,04,S
11968,CASSAN,CASSAN,04,S
11969,CARCASI,CARCASI,04,S
11970,CHN,CHN,04,S
11971,CROWLEY,CROWLEY,04,S
11972,DUAHM,DUAHM,04,S
11973,GUTY CAR,GUTY CAR,04,S
11974,GOOSNECK,GOOSNECK,04,S
11975,INVERCAS,INVERCAS,04,S
11976,KIDRON,KIDRON,04,S
11977,VLADAM,VLADAM,04,S
11978,M. DEL PACIFICO,M. DEL PACIFICO,04,S
11979,MADELVA,MADELVA,04,S
11980,MAFRA,MAFRA,04,S
11981,MINGESER,MINGESER,04,S
11982,POLAR,POLAR,04,S
11983,SCHIFFER,SCHIFFER,04,S
11984,SANZAN,SANZAN,04,S
11985,SAMRO,SAMRO,04,S
11986,SPACER,SPACER,04,S
11987,SERVITRUK,SERVITRUK,04,S
11988,TRAINMOVILE,TRAINMOVILE,04,S
11989,YAMCO,YAMCO,04,S
11990,ZIEHN,ZIEHN,04,S
11991,AGROMIR,AGROMIR,04,S
11992,BROCAL,BROCAL,04,S
11993,COMETO,COMETO,04,S
11994,COMAULE,COMAULE,04,S
11995,CAR CARRIER,CAR CARRIER,04,S
11996,DELGADO,DELGADO,04,S
11997,FREE WAY,FREE WAY,04,S
11998,HORCUL,HORCUL,04,S
11999,HOBLER,HOBLER,04,S
12000,MASMETAL,MASMETAL,04,S
12001,MONON TRAIL,MONON TRAIL,04,S
12002,RHONE,RHONE,04,S
12003,TRANSAUTO,TRANSAUTO,04,S
12004,VIBE,VIBE,04,S
12005,BRAWN,BRAWN,04,S
12006,BRIAS,BRIAS,04,S
12007,CLAUDIO GOREN,CLAUDIO GOREN,04,S
12008,COIRO F,COIRO F,04,S
12009,CYTRAFOR,CYTRAFOR,04,S
12010,ERFLAR,ERFLAR,04,S
12011,HACKNEY TITAN,HACKNEY TITAN,04,S
12012,INDECAR,INDECAR,04,S
12013,JUST,JUST,04,S
12014,MAYO,MAYO,04,S
12015,MEDINA,MEDINA,04,S
12016,MAQ Y TEC,MAQ Y TEC,04,S
12017,SANBERRO,SANBERRO,04,S
12018,TRAILMASTE,TRAILMASTE,04,S
12019,TURKE VLADAM,TURKE VLADAM,04,S
12020,ULI,ULI,04,S
12021,FRUE,FRUE,04,S
12022,SKIN,SKIN,04,S
12023,TRAILBOSS,TRAILBOSS,04,S
12024,RELIANCE,RELIANCE,04,S
12025,PACTON,PACTON,04,S
12026,TRAINMOVIL,TRAINMOVIL,04,S
12027,SMITH,SMITH,04,S
12028,TRC,TRC,04,S
12029,MYM,MYM,04,S
12030,FREUHAUS,FREUHAUS,04,S
12031,MELGARE,MELGARE,04,S
12032,PRATIFRUEH,PRATIFRUEH,04,S
12033,PARKER,PARKER,04,S
12034,MANOLO,MANOLO,04,S
12035,BENAVIDES,BENAVIDES,04,S
12036,SERVTRAIL,SERVTRAIL,04,S
12037,BLUHAN,BLUHAN,04,S
12038,BLMHARDT,BLMHARDT,04,S
12039,BUSH,BUSH,04,S
12040,CA@OLES,CA@OLES,04,S
12041,CARCARRIE,CARCARRIE,04,S
12042,CODESI,CODESI,04,S
12043,COLUMBIA,COLUMBIA,04,S
12044,CRESCENT,CRESCENT,04,S
12045,DARDIGNOC,DARDIGNOC,04,S
12046,DARDINAC,DARDINAC,04,S
12047,DUPRE,DUPRE,04,S
12048,DUTEMPLO,DUTEMPLO,04,S
12049,AYLART,AYLART,04,S
12050,ALCO STELL,ALCO STELL,04,S
12051,BAR BEL,BAR BEL,04,S
12052,BERT,BERT,04,S
12053,BUDDS,BUDDS,04,S
12054,C.A.R.,C.A.R.,04,S
12055,CARTWRIGHT,CARTWRIGHT,04,S
12056,CHANCEY,CHANCEY,04,S
12057,C.M.S.A.,C.M.S.A.,04,S
12058,CONARIEL-H,CONARIEL-H,04,S
12059,DORSEY REEFER,DORSEY REEFER,04,S
12060,FAW,FAW,04,S
12061,GALLEGOS,GALLEGOS,04,S
12062,HUTTON,HUTTON,04,S
12063,FLATBED,FLATBED,04,S
12064,FM,FM,04,S
12065,GONTRAILER,GONTRAILER,04,S
12066,HEILTRAYLE,HEILTRAYLE,04,S
12067,HORMAN HUSTY,HORMAN HUSTY,04,S
12068,LOADCRAFT,LOADCRAFT,04,S
12069,LOWBOY,LOWBOY,04,S
12070,LYNN,LYNN,04,S
12071,MAPER,MAPER,04,S
12072,MONTERO,MONTERO,04,S
12073,NATIONAL,NATIONAL,04,S
12074,NATIONAL WIDE,NATIONAL WIDE,04,S
12075,NOTE BOOM,NOTE BOOM,04,S
12076,NU@EZ,NU@EZ,04,S
12077,PEREIRA,PEREIRA,04,S
12078,PRATIFRUEHAUF,PRATIFRUEHAUF,04,S
12079,PUCALAN,PUCALAN,04,S
12080,PULLMAN TR,PULLMAN TR,04,S
12081,REMTEC,REMTEC,04,S
12082,RESVAL,RESVAL,04,S
12083,RTM,RTM,04,S
12084,RYR,RYR,04,S
12085,SALDAMEZ,SALDAMEZ,04,S
12086,SERRAPAT,SERRAPAT,04,S
12087,SITTESEN,SITTESEN,04,S
12088,SOREMEC,SOREMEC,04,S
12089,TANDEM,TANDEM,04,S
12090,THRUR,THRUR,04,S
12091,TRALL KING,TRALL KING,04,S
12092,TRANSCRATT,TRANSCRATT,04,S
12093,TRANSCROFT,TRANSCROFT,04,S
12094,TRUCKS-F,TRUCKS-F,04,S
12095,VERGARA HN,VERGARA HN,04,S
12096,VISAN,VISAN,04,S
12097,LOBOS,LOBOS,04,S
12098,LOHR,LOHR,04,S
12099,MENA,MENA,04,S
12100,METALURGIC,METALURGIC,04,S
12101,METALPAR,METALPAR,04,S
12102,MIM,MIM,04,S
12103,ONTARIO,ONTARIO,04,S
12104,REMAN,REMAN,04,S
12105,R.I,R.I,04,S
12106,SAURI,SAURI,04,S
12107,VELASQUEZ,VELASQUEZ,04,S
12108,TEMA,TEMA,04,S
12109,PHY,PHY,04,S
12110,YNAC,YNAC,04,S
12111,TRANSMASER,TRANSMASER,04,S
12112,ACHEVERRIA,ACHEVERRIA,04,S
12113,RIMAU,RIMAU,04,S
12114,PENSYLVANIA,PENSYLVANIA,04,S
12115,GINDI,GINDI,04,S
12116,FARSPARATOR,FARSPARATOR,04,S
12117,SCHMURE,SCHMURE,04,S
12118,CORRE CAMINO,CORRE CAMINO,04,S
12119,SMCF,SMCF,04,S
12120,HFC TRAILMOBILE,HFC TRAILMOBILE,04,S
12121,WARREN,WARREN,04,S
12122,FOCACCI,FOCACCI,04,S
12123,GUTICAR,GUTICAR,04,S
12124,HIGHWAY,HIGHWAY,04,S
12125,LUTHER,LUTHER,04,S
12126,SCHMITZ,SCHMITZ,04,S
12127,AELLO,AELLO,04,S
12128,AGGREKO,AGGREKO,04,S
12129,ALGA,ALGA,04,S
12130,AMCM,AMCM,04,S
12131,ARTRAX-CON,ARTRAX-CON,04,S
12132,AST-PARA,AST-PARA,04,S
12133,BARTOLETTI,BARTOLETTI,04,S
12134,BEARVERTAIL,BEARVERTAIL,04,S
12135,BERANCAL,BERANCAL,04,S
12136,BERTOJA,BERTOJA,04,S
12137,BERM,BERM,04,S
12138,BIVERTTI,BIVERTTI,04,S
12139,BLUMHARD,BLUMHARD,04,S
12140,BLUMHART,BLUMHART,04,S
12141,BLUHANSSEN,BLUHANSSEN,04,S
12142,BLUTGA,BLUTGA,04,S
12143,BRUCE LINE,BRUCE LINE,04,S
12144,BRAND,BRAND,04,S
12145,BRAND HEIL,BRAND HEIL,04,S
12146,BULTAN,BULTAN,04,S
12147,CALVO,CALVO,04,S
12148,CAN CAR,CAN CAR,04,S
12149,CERGNA,CERGNA,04,S
12150,CGM,CGM,04,S
12151,CHILE LTDA,CHILE LTDA,04,S
12152,CITRAFOR,CITRAFOR,04,S
12153,CONSO,CONSO,04,S
12154,CONTAINERL,CONTAINERL,04,S
12155,CREAT DEAM,CREAT DEAM,04,S
12156,DANDON,DANDON,04,S
12157,DARDIGNAC,DARDIGNAC,04,S
12158,DELA,DELA,04,S
12159,DOLL,DOLL,04,S
12160,DUNHAN,DUNHAN,04,S
12161,EMI LOAD LUGGER,EMI LOAD LUGGER,04,S
12162,EPYSA,EPYSA,04,S
12163,EYLART,EYLART,04,S
12164,EYLERT,EYLERT,04,S
12165,FARESUAL,FARESUAL,04,S
12166,FEBROS,FEBROS,04,S
12167,FENIX,FENIX,04,S
12168,FREUHEAUF,FREUHEAUF,04,S
12169,FRUEHAUO,FRUEHAUO,04,S
12170,FYN,FYN,04,S
12171,FIMET,FIMET,04,S
12172,GEIADEN,GEIADEN,04,S
12173,GINOTTI,GINOTTI,04,S
12174,GOLDHOFER,GOLDHOFER,04,S
12175,GREAT DANES,GREAT DANES,04,S
12176,GRIA INTER,GRIA INTER,04,S
12177,GUTIERREZ,GUTIERREZ,04,S
12178,GV ELEMENTO,GV ELEMENTO,04,S
12179,HACNEY,HACNEY,04,S
12180,HACKNEYTITAN,HACKNEYTITAN,04,S
12181,HC,HC,04,S
12182,H CARVAJAL,H CARVAJAL,04,S
12183,HELLING,HELLING,04,S
12184,HOBS,HOBS,04,S
12185,HORACIO CARVAJAL,HORACIO CARVAJAL,04,S
12186,HORMON HUSKY,HORMON HUSKY,04,S
12187,HORMON HUS,HORMON HUS,04,S
12188,HUAWIN,HUAWIN,04,S
12189,IMCO,IMCO,04,S
12190,IMESEL,IMESEL,04,S
12191,INAC,INAC,04,S
12192,INAET,INAET,04,S
12193,INCA FRUEHAUF,INCA FRUEHAUF,04,S
12194,INCA FRUEH,INCA FRUEH,04,S
12195,INDOX,INDOX,04,S
12196,INDUCORT,INDUCORT,04,S
12197,INMECAR,INMECAR,04,S
12198,ITALIA,ITALIA,04,S
12199,J.R,J.R,04,S
12200,JUSTH,JUSTH,04,S
12201,KARI KOLL,KARI KOLL,04,S
12202,KOGEL,KOGEL,04,S
12203,KUGEL,KUGEL,04,S
12204,KOPPLINGSKLASS,KOPPLINGSKLASS,04,S
12205,KHORLINER,KHORLINER,04,S
12206,LEVEN,LEVEN,04,S
12207,LIDDELL BEAM,LIDDELL BEAM,04,S
12208,LIDDELL BE,LIDDELL BE,04,S
12209,LOADKIN,LOADKIN,04,S
12210,LONCIN,LONCIN,04,S
12211,LUBTHEEN,LUBTHEEN,04,S
12212,L. TRUCKING,L. TRUCKING,04,S
12213,MACHALI,MACHALI,04,S
12214,MATLOCK,MATLOCK,04,S
12215,NESLANH,NESLANH,04,S
12216,NETZER,NETZER,04,S
12217,NUTTAL,NUTTAL,04,S
12218,NIKAOMA,NIKAOMA,04,S
12219,NWG,NWG,04,S
12220,PACE AMERICAN,PACE AMERICAN,04,S
12221,PIACENSA,PIACENSA,04,S
12222,PTTS,PTTS,04,S
12223,PLAZA,PLAZA,04,S
12224,PRATTIFREUF,PRATTIFREUF,04,S
12225,RANLISAN,RANLISAN,04,S
12226,REXNORD,REXNORD,04,S
12227,R CORREA,R CORREA,04,S
12228,REAL,REAL,04,S
12229,REXPRESS,REXPRESS,04,S
12230,ROMAPAR,ROMAPAR,04,S
12231,ROMERO,ROMERO,04,S
12232,ROYCORD,ROYCORD,04,S
12233,SANDVIK TORO,SANDVIK TORO,04,S
12234,SANSEN,SANSEN,04,S
12235,SBS,SBS,04,S
12236,SCHMITIZ,SCHMITIZ,04,S
12237,SCM,SCM,04,S
12238,SERVITRAIL,SERVITRAIL,04,S
12239,SERVITRALER,SERVITRALER,04,S
12240,SKELETAL,SKELETAL,04,S
12241,SOLMET,SOLMET,04,S
12242,SPCE CAR,SPCE CAR,04,S
12243,STEADMAN,STEADMAN,04,S
12244,STOUNGHTON,STOUNGHTON,04,S
12245,BRADENAR,BRADENAR,04,S
12246,SUPER DAF,SUPER DAF,04,S
12247,TASKER,TASKER,04,S
12248,THAYCO,THAYCO,04,S
12249,TORNAMEC,TORNAMEC,04,S
12250,TRAIL KIMG,TRAIL KIMG,04,S
12251,TRAILMOIL,TRAILMOIL,04,S
12252,TRAIMOVILL,TRAIMOVILL,04,S
12253,TRANCO,TRANCO,04,S
12254,TRANSCRFT,TRANSCRFT,04,S
12255,TRIEL-HT,TRIEL-HT,04,S
12256,TRUEHAUF,TRUEHAUF,04,S
12257,VAN-HOOL,VAN-HOOL,04,S
12258,VARGAS,VARGAS,04,S
12259,VARIC,VARIC,04,S
12260,VEJARES,VEJARES,04,S
12261,WABASH NATIONAL,WABASH NATIONAL,04,S
12262,WABASH NAT,WABASH NAT,04,S
12263,FREE-WAY,FREE-WAY,04,S
12264,WAY,WAY,04,S
12265,WEBB,WEBB,04,S
12266,WITZCO CHALLENGER,WITZCO CHALLENGER,04,S
12267,WITZCO CHA,WITZCO CHA,04,S
12268,YAMKO,YAMKO,04,S
12269,YUSOKI,YUSOKI,04,S
12270,MAYAPE,MAYAPE,04,S
12271,MONON TRAI,MONON TRAI,04,S
12272,MOUNT FIQUET,MOUNT FIQUET,04,S
12273,M.P,M.P,04,S
12274,TERSA INDOX SA,TERSA INDOX SA,04,S
12275,AST-PRA,AST-PRA,04,S
12276,DARDINAG,DARDINAG,04,S
12277,FARESVAL,FARESVAL,04,S
12278,PITTS,PITTS,04,S
12279,GROENEWEGEN,GROENEWEGEN,04,S
12280,PYH,PYH,04,S
12281,ASSA,ASSA,04,S
12282,ATA,ATA,04,S
12283,ALMETAL,ALMETAL,04,S
12284,AEDO,AEDO,04,S
12285,A.G.V.,A.G.V.,04,S
12286,ATOKO,ATOKO,04,S
12287,BLUMENN,BLUMENN,04,S
12288,BRAND HEL,BRAND HEL,04,S
12289,BROW,BROW,04,S
12290,BY EMI,BY EMI,04,S
12291,BLUN HART,BLUN HART,04,S
12292,BLUM HART,BLUM HART,04,S
12293,BEL AIR,BEL AIR,04,S
12294,CHRYLER,CHRYLER,04,S
12295,CANESSA,CANESSA,04,S
12296,CARGO BOX,CARGO BOX,04,S
12297,CRAVEN,CRAVEN,04,S
12298,CRISAN,CRISAN,04,S
12299,DUNHAM,DUNHAM,04,S
12300,DURAN,DURAN,04,S
12301,DACORMY,DACORMY,04,S
12302,DANES,DANES,04,S
12303,ESTANGAS,ESTANGAS,04,S
12304,G TAPIA,G TAPIA,04,S
12305,G.N,G.N,04,S
12306,FORCE,FORCE,04,S
12307,FORSE,FORSE,04,S
12308,FREAUHAUF,FREAUHAUF,04,S
12309,JAHN,JAHN,04,S
12310,JUMAR,JUMAR,04,S
12311,JINAN-F,JINAN-F,04,S
12312,HOST-STEEL,HOST-STEEL,04,S
12313,LANGEMEYER,LANGEMEYER,04,S
12314,LANDOLL,LANDOLL,04,S
12315,LANDEROS,LANDEROS,04,S
12316,LE GROSE,LE GROSE,04,S
12317,KRONER,KRONER,04,S
12318,KRORNLINER,KRORNLINER,04,S
12319,KAS BORES,KAS BORES,04,S
12320,MAZAFLOT,MAZAFLOT,04,S
12321,METALMAR,METALMAR,04,S
12322,METALICO,METALICO,04,S
12323,MEXA,MEXA,04,S
12324,MARTIN,MARTIN,04,S
12325,METALJAR,METALJAR,04,S
12326,M.PEREZ C.,M.PEREZ C.,04,S
12327,MARREL,MARREL,04,S
12328,IMEXEL,IMEXEL,04,S
12329,IRIEP,IRIEP,04,S
12330,IVESSA,IVESSA,04,S
12331,OCEAN,OCEAN,04,S
12332,OCEAM,OCEAM,04,S
12333,POLAR AMERICAM,POLAR AMERICAM,04,S
12334,PATRILI,PATRILI,04,S
12335,CALUMET-B,CALUMET-B,04,S
12336,DECROSUL,DECROSUL,04,S
12337,RUMBAUR,RUMBAUR,04,S
12338,RIEMAN,RIEMAN,04,S
12339,ZICMAN,ZICMAN,04,S
12340,R.MENA,R.MENA,04,S
12341,REMACON,REMACON,04,S
12342,M.STOUGHT,M.STOUGHT,04,S
12343,STOUGHT,STOUGHT,04,S
12344,SALGADO,SALGADO,04,S
12345,SALTA,SALTA,04,S
12346,SITTENSEN,SITTENSEN,04,S
12347,SAN MARINO,SAN MARINO,04,S
12348,STRABAG,STRABAG,04,S
12349,SANDOVAL,SANDOVAL,04,S
12350,SEMASA,SEMASA,04,S
12351,TRAILKING,TRAILKING,04,S
12352,TERSA INOX SA,TERSA INOX SA,04,S
12353,TRANSCAR,TRANSCAR,04,S
12354,TRIMEN,TRIMEN,04,S
12355,TIMPIE,TIMPIE,04,S
12356,TRAILNOR,TRAILNOR,04,S
12357,TERSA INOX,TERSA INOX,04,S
12358,TRANSCAF,TRANSCAF,04,S
12359,TRAILMOBILE,TRAILMOBILE,04,S
12360,TRAILMOBIL,TRAILMOBIL,04,S
12361,TRAILMOVILE,TRAILMOVILE,04,S
12362,TRAILMOVIL,TRAILMOVIL,04,S
12363,TIMBERKING,TIMBERKING,04,S
12364,TTASLAVI@A,TTASLAVI@A,04,S
12365,VALENZUELA,VALENZUELA,04,S
12366,VALDATA,VALDATA,04,S
12367,WISONSIN,WISONSIN,04,S
12368,WORD WIDE,WORD WIDE,04,S
12369,WORLD WIDE,WORLD WIDE,04,S
12370,WACKENHUT,WACKENHUT,04,S
12371,RECROSUL,RECROSUL,04,S
12372,REMAPOR,REMAPOR,04,S
12373,WITZCO-CHALLENGER,WITZCO-CHALLENGER,04,S
12374,MOTOMAK,MOTOMAK,04,S
12375,JB,JB,04,S
12376,PTRELI,PTRELI,04,S
12377,RANDOH,RANDOH,04,S
12378,ROSSCO FLAHEITY,ROSSCO FLAHEITY,04,S
12379,TRAIMOBIL,TRAIMOBIL,04,S
12380,TRANCRAFT,TRANCRAFT,04,S
12381,TRAIMOVILE,TRAIMOVILE,04,S
12382,SCATTRAK,SCATTRAK,04,S
12383,TRANSCRAFF,TRANSCRAFF,04,S
12384,STRICLL,STRICLL,04,S
12385,BEALL,BEALL,04,S
12386,VIM,VIM,04,S
12387,ASHLEYS,ASHLEYS,04,S
12388,GOMEZ,GOMEZ,04,S
12389,ARAVENA,ARAVENA,04,S
12390,BENNES,BENNES,04,S
12391,BENNES GUILLANNE,BENNES GUILLANNE,04,S
12392,ACERBI VEICOLIND,ACERBI VEICOLIND,04,S
12393,BROCAL INOX,BROCAL INOX,04,S
12394,NOVA,NOVA,04,S
12395,CHIEN-HUEY,CHIEN-HUEY,04,S
12396,RAVEENS,RAVEENS,04,S
12397,FARMTRAC,FARMTRAC,04,S
12398,ALABAMA,ALABAMA,04,S
12399,AMERICANA,AMERICANA,04,S
12400,AMERICAN REEFER,AMERICAN REEFER,04,S
12401,ANTONIO CARRARO,ANTONIO CARRARO,04,S
12402,ARTEC,ARTEC,04,S
12403,ASTRAK,ASTRAK,04,S
12404,ANDERSON,ANDERSON,04,S
12405,BLUMEAD,BLUMEAD,04,S
12406,BISSELLI,BISSELLI,04,S
12407,BOOD,BOOD,04,S
12408,BUMBRAT,BUMBRAT,04,S
12409,BECTOLINE,BECTOLINE,04,S
12410,BLUNTER,BLUNTER,04,S
12411,BROSHU,BROSHU,04,S
12412,CARDI,CARDI,04,S
12413,CRIOGENICO,CRIOGENICO,04,S
12414,CORI,CORI,04,S
12415,CHAVEZ,CHAVEZ,04,S
12416,ZORZI,ZORZI,04,S
12417,CODEC,CODEC,04,S
12418,CODER,CODER,04,S
12419,COMAND CAR,COMAND CAR,04,S
12420,CRYO AB,CRYO AB,04,S
12421,CITY,CITY,04,S
12422,CLAVE FREUHAUF,CLAVE FREUHAUF,04,S
12423,CRUZ DEL SUR,CRUZ DEL SUR,04,S
12424,CUSTOMER,CUSTOMER,04,S
12425,CHARLY,CHARLY,04,S
12426,CINDY,CINDY,04,S
12427,CIR-F,CIR-F,04,S
12428,DANYGLAD,DANYGLAD,04,S
12429,H.FUENTES,H.FUENTES,04,S
12430,HALLINGER,HALLINGER,04,S
12431,HORMAZABAL,HORMAZABAL,04,S
12432,HERNAN REY,HERNAN REY,04,S
12433,HOESEN,HOESEN,04,S
12434,HEIL TRAIL,HEIL TRAIL,04,S
12435,HODYMEIJER,HODYMEIJER,04,S
12436,HUDSON BRO,HUDSON BRO,04,S
12437,HAMMAR,HAMMAR,04,S
12438,MHYS LOW BOY,MHYS LOW BOY,04,S
12439,HAIGWAY,HAIGWAY,04,S
12440,HOESCH,HOESCH,04,S
12441,HUND,HUND,04,S
12442,INGONEC,INGONEC,04,S
12443,INTEREXPRESST,INTEREXPRESST,04,S
12444,ILSBO,ILSBO,04,S
12445,JOHN,JOHN,04,S
12446,J.N.N.,J.N.N.,04,S
12447,J.B.INOX,J.B.INOX,04,S
12448,JORGE RODRIGUEZ,JORGE RODRIGUEZ,04,S
12449,JLG,JLG,04,S
12450,J.RODRIGUEZ,J.RODRIGUEZ,04,S
12451,JIMMNI,JIMMNI,04,S
12452,KASBOHDER,KASBOHDER,04,S
12453,KARLKASSBE,KARLKASSBE,04,S
12454,KHORLINET,KHORLINET,04,S
12455,KIBION,KIBION,04,S
12456,KRONG,KRONG,04,S
12457,KRORR-BREN,KRORR-BREN,04,S
12458,LANDAETA,LANDAETA,04,S
12459,LIQ-MAQ,LIQ-MAQ,04,S
12460,LIESS,LIESS,04,S
12461,LAYNEF,LAYNEF,04,S
12462,MADRID,MADRID,04,S
12463,MOBILE,MOBILE,04,S
12464,MANCILLA,MANCILLA,04,S
12465,MANTRACON,MANTRACON,04,S
12466,MONAN,MONAN,04,S
12467,M CONTAINER-F,M CONTAINER-F,04,S
12468,MADESAL,MADESAL,04,S
12469,MET DEL PACIFICO,MET DEL PACIFICO,04,S
12470,DEFREITAS,DEFREITAS,04,S
12471,DURANB,DURANB,04,S
12472,EMPTY,EMPTY,04,S
12473,ERNST HEITLING,ERNST HEITLING,04,S
12474,FRAMMA,FRAMMA,04,S
12475,FN,FN,04,S
12476,FRACCHINI,FRACCHINI,04,S
12477,FORD BRODENA,FORD BRODENA,04,S
12478,FALGO,FALGO,04,S
12479,FRUEHAU,FRUEHAU,04,S
12480,FRUEMAUS,FRUEMAUS,04,S
12481,FOREST EQUIPMENT,FOREST EQUIPMENT,04,S
12482,FRIHUAT,FRIHUAT,04,S
12483,FORSS,FORSS,04,S
12484,FLAT BEL,FLAT BEL,04,S
12485,FERDA,FERDA,04,S
12486,FRUEHAUT,FRUEHAUT,04,S
12487,GRANE F,GRANE F,04,S
12488,TRASMOVILE,TRASMOVILE,04,S
12489,TRANSKAR,TRANSKAR,04,S
12490,TMS,TMS,04,S
12491,TRABOSA,TRABOSA,04,S
12492,TORREALBA,TORREALBA,04,S
12493,TRANSMAN,TRANSMAN,04,S
12494,TIMPTE INC,TIMPTE INC,04,S
12495,TRESS,TRESS,04,S
12496,VAL,VAL,04,S
12497,VARRIER,VARRIER,04,S
12498,WALL,WALL,04,S
12499,WATSON,WATSON,04,S
12500,W.Y.G.,W.Y.G.,04,S
12501,WITCO,WITCO,04,S
12502,USA,USA,04,S
12503,URREJOLA,URREJOLA,04,S
12504,ZORRITO,ZORRITO,04,S
12505,M.IM,M.IM,04,S
12506,MAPU,MAPU,04,S
12507,MAQUIP,MAQUIP,04,S
12508,MELENDES,MELENDES,04,S
12509,MARGOTTI,MARGOTTI,04,S
12510,NICOLAS,NICOLAS,04,S
12511,NAMAR,NAMAR,04,S
12512,NORMAN WALKER G,NORMAN WALKER G,04,S
12513,NOOTEBOOM,NOOTEBOOM,04,S
12514,NEST,NEST,04,S
12515,OPLEGGER,OPLEGGER,04,S
12516,PASTIDOR,PASTIDOR,04,S
12517,PITTSBURGH,PITTSBURGH,04,S
12518,PIKE,PIKE,04,S
12519,PARATOR,PARATOR,04,S
12520,PATRI FUE,PATRI FUE,04,S
12521,P.O.R,P.O.R,04,S
12522,PORT TRAILPB,PORT TRAILPB,04,S
12523,PUELMA,PUELMA,04,S
12524,SCHMIDT ENGINEERING,SCHMIDT ENGINEERING,04,S
12525,SOTROQUE,SOTROQUE,04,S
12526,SHANJIANG,SHANJIANG,04,S
12527,S.THUNMAN-F,S.THUNMAN-F,04,S
12528,SOTRAHUA,SOTRAHUA,04,S
12529,SCHMITD,SCHMITD,04,S
12530,SERVIHSAL,SERVIHSAL,04,S
12531,SVERRE,SVERRE,04,S
12532,SUTON,SUTON,04,S
12533,SSANG YONG,SSANG YONG,04,S
12534,SIDELIFTER,SIDELIFTER,04,S
12535,SYMONS,SYMONS,04,S
12536,RODOVI,RODOVI,04,S
12537,RECLUSUL,RECLUSUL,04,S
12538,ROCOUND,ROCOUND,04,S
12539,RANC,RANC,04,S
12540,RR,RR,04,S
12541,TMO,TMO,04,S
12542,RECRUSOL,RECRUSOL,04,S
12543,TILT,TILT,04,S
12544,DELTA,DELTA,04,S
12545,DAIMLERBENZ,DAIMLERBENZ,04,S
12546,DORS,DORS,04,S
12547,YAMUFER,YAMUFER,04,S
12548,THEURER INC,THEURER INC,04,S
12549,TRAILLER,TRAILLER,04,S
12550,POTTS,POTTS,04,S
12551,BIRMINGHAM,BIRMINGHAM,04,S
12552,BANGHE,BANGHE,04,S
12553,TAURO,TAURO,04,S
12554,MONTRACON,MONTRACON,04,S
12555,GIAPA,GIAPA,04,S
12556,G.KRONE,G.KRONE,04,S
12557,CRAVE FREUHAUF,CRAVE FREUHAUF,04,S
12558,KARCHER,KARCHER,04,S
12559,CHANGCHAI,CHANGCHAI,04,S
12560,YUCHAI,YUCHAI,04,S
12561,WESTAC,WESTAC,04,S
12562,MONITOU,MONITOU,04,S
12563,BRODEN FORD,BRODEN FORD,04,S
12564,PATRELI,PATRELI,04,S
12565,HAYGWAY,HAYGWAY,04,S
12566,FORD BRODENNA,FORD BRODENNA,04,S
12567,MATRA,MATRA,04,S
12568,SUTTON,SUTTON,04,S
12569,FABRICA,FABRICA,04,S
12570,AYAX,AYAX,04,S
12571,DKF,DKF,04,S
12572,RODOVIARIO,RODOVIARIO,04,S
12573,GLOBE,GLOBE,04,S
12574,HUERTA HNOS,HUERTA HNOS,04,S
12575,ILLINOIS,ILLINOIS,04,S
12576,HYGWAY PRODUCT,HYGWAY PRODUCT,04,S
12577,SCANDUCH,SCANDUCH,04,S
12578,TANKMOVIL,TANKMOVIL,04,S
12579,CEB SERVITRAILER,CEB SERVITRAILER,04,S
12580,ADESSI,ADESSI,04,S
12581,TERBERG,TERBERG,04,S
12582,S.THUNMAN,S.THUNMAN,04,S
12583,TRANSAL,TRANSAL,04,S
12584,BLUNJARD,BLUNJARD,04,S
12585,NEWTON,NEWTON,04,S
12586,TIMO,TIMO,04,S
12587,SAN FRANCISCO,SAN FRANCISCO,04,S
12588,VILLARROEL,VILLARROEL,04,S
12589,DUHAN,DUHAN,04,S
12590,ALEMAN,ALEMAN,04,S
12591,ROLON,ROLON,04,S
12592,KASSADOHRER,KASSADOHRER,04,S
12593,SERGIO SIL,SERGIO SIL,04,S
12594,STORAGE,STORAGE,04,S
12595,NACASA,NACASA,04,S
12596,IMAI,IMAI,04,S
12597,MOGI MIRIM,MOGI MIRIM,04,S
12598,LIFAN SCOOTER,LIFAN SCOOTER,04,S
12599,CRT,CRT,04,S
12600,GARIMET,GARIMET,04,S
12601,CHANK,CHANK,04,S
12602,P.F,P.F,04,S
12603,ACROMAQ,ACROMAQ,04,S
12604,NOLPA,NOLPA,04,S
12605,FRAME,FRAME,04,S
12606,DORSAY,DORSAY,04,S
12607,RECORD,RECORD,04,S
12608,CUSTON,CUSTON,04,S
12609,EMELTA,EMELTA,04,S
12610,ALLI,ALLI,04,S
12611,BUUD,BUUD,04,S
12612,CRANE FREUEHAUF,CRANE FREUEHAUF,04,S
12613,AHIMELEC,AHIMELEC,04,S
12614,HIWAY,HIWAY,04,S
12615,MAIPU,MAIPU,04,S
12616,GENERAL TRAILERS,GENERAL TRAILERS,04,S
12617,PATRELLI LTDA,PATRELLI LTDA,04,S
12618,BROSS,BROSS,04,S
12619,SERVITRAN,SERVITRAN,04,S
